# Value of energy0.111376
# number of periods40
# number of steps40
5.85667 0.189172 0.306271
5.85833 0.18684 0.308535
5.86 0.184496 0.310783
5.86167 0.182141 0.313012
5.86333 0.179775 0.315224
5.865 0.177398 0.317418
5.86667 0.175011 0.319594
5.86833 0.172614 0.321752
5.87 0.170206 0.323893
5.87167 0.167788 0.326015
5.87333 0.165361 0.32812
5.875 0.162924 0.330207
5.87667 0.160477 0.332276
5.87833 0.158022 0.334327
5.88 0.155557 0.33636
5.88167 0.153083 0.338376
5.88333 0.150601 0.340373
5.885 0.14811 0.342353
5.88667 0.145611 0.344314
5.88833 0.143104 0.346258
5.89 0.140589 0.348183
5.89167 0.138066 0.350091
5.89333 0.135536 0.351981
5.895 0.132998 0.353853
5.89667 0.130453 0.355708
5.89833 0.1279 0.357544
5.9 0.125341 0.359362
5.90167 0.122776 0.361163
5.90333 0.120203 0.362946
5.905 0.117625 0.364711
5.90667 0.11504 0.366459
5.90833 0.112449 0.368189
5.91 0.109852 0.369901
5.91167 0.10725 0.371595
5.91333 0.104641 0.373272
5.915 0.102028 0.374931
5.91667 0.0994093 0.376573
5.91833 0.0967855 0.378197
5.92 0.0941568 0.379804
5.92167 0.0915233 0.381393
5.92333 0.0888851 0.382965
5.925 0.0862426 0.38452
5.92667 0.0835956 0.386057
5.92833 0.0809446 0.387577
5.93 0.0782895 0.38908
5.93167 0.0756305 0.390566
5.93333 0.0729677 0.392035
5.935 0.0703014 0.393486
5.93667 0.0676316 0.394921
5.93833 0.0649585 0.396338
5.94 0.0622823 0.397739
5.94167 0.0596029 0.399123
5.94333 0.0569207 0.40049
5.945 0.0542357 0.40184
5.94667 0.051548 0.403173
5.94833 0.0488579 0.40449
5.95 0.0461653 0.405791
5.95167 0.0434705 0.407075
5.95333 0.0407735 0.408342
5.955 0.0380745 0.409593
5.95667 0.0353736 0.410828
5.95833 0.032671 0.412046
5.96 0.0299667 0.413248
5.96167 0.0272608 0.414434
5.96333 0.0245536 0.415604
5.965 0.021845 0.416758
5.96667 0.0191353 0.417897
5.96833 0.0164244 0.419019
5.97 0.0137126 0.420125
5.97167 0.011 0.421216
5.97333 0.00828656 0.422291
5.975 0.00557249 0.42335
5.97667 0.00285789 0.424394
5.97833 0.00014284 0.425422
5.98 -0.00257254 0.426435
5.98167 -0.00528816 0.427432
5.98333 -0.00800392 0.428415
5.985 -0.0107197 0.429382
5.98667 -0.0134355 0.430334
5.98833 -0.0161511 0.43127
5.99 -0.0188664 0.432192
5.99167 -0.0215814 0.433099
5.99333 -0.024296 0.433991
5.995 -0.02701 0.434869
5.99667 -0.0297235 0.435731
5.99833 -0.0324362 0.436579
6 -0.0351482 0.437413
6.00167 -0.0378593 0.438232
6.00333 -0.0405695 0.439036
6.005 -0.0432786 0.439826
6.00667 -0.0459866 0.440602
6.00833 -0.0486934 0.441364
6.01 -0.051399 0.442111
6.01167 -0.0541032 0.442845
6.01333 -0.0568059 0.443564
6.015 -0.0595072 0.44427
6.01667 -0.0622069 0.444962
6.01833 -0.0649049 0.445639
6.02 -0.0676012 0.446304
6.02167 -0.0702958 0.446954
6.02333 -0.0729884 0.447591
6.025 -0.0756792 0.448215
6.02667 -0.0783679 0.448825
6.02833 -0.0810545 0.449422
6.03 -0.0837391 0.450006
6.03167 -0.0864214 0.450576
6.03333 -0.0891015 0.451133
6.035 -0.0917792 0.451677
6.03667 -0.0944546 0.452209
6.03833 -0.0971275 0.452727
6.04 -0.0997979 0.453232
6.04167 -0.102466 0.453725
6.04333 -0.105131 0.454205
6.045 -0.107794 0.454672
6.04667 -0.110453 0.455127
6.04833 -0.11311 0.455569
6.05 -0.115765 0.455999
6.05167 -0.118416 0.456417
6.05333 -0.121064 0.456822
6.055 -0.12371 0.457215
6.05667 -0.126352 0.457596
6.05833 -0.128991 0.457965
6.06 -0.131627 0.458322
6.06167 -0.13426 0.458667
6.06333 -0.136889 0.459
6.065 -0.139516 0.459321
6.06667 -0.142139 0.459631
6.06833 -0.144758 0.459929
6.07 -0.147374 0.460215
6.07167 -0.149987 0.46049
6.07333 -0.152596 0.460754
6.075 -0.155202 0.461006
6.07667 -0.157804 0.461246
6.07833 -0.160402 0.461476
6.08 -0.162997 0.461694
6.08167 -0.165588 0.461901
6.08333 -0.168175 0.462097
6.085 -0.170759 0.462282
6.08667 -0.173338 0.462456
6.08833 -0.175914 0.46262
6.09 -0.178486 0.462772
6.09167 -0.181054 0.462914
6.09333 -0.183617 0.463045
6.095 -0.186177 0.463165
6.09667 -0.188733 0.463275
6.09833 -0.191285 0.463375
6.1 -0.193833 0.463464
6.10167 -0.196376 0.463543
6.10333 -0.198916 0.463611
6.105 -0.201451 0.463669
6.10667 -0.203982 0.463717
6.10833 -0.206508 0.463755
6.11 -0.209031 0.463783
6.11167 -0.211549 0.463801
6.11333 -0.214063 0.463809
6.115 -0.216572 0.463807
6.11667 -0.219077 0.463796
6.11833 -0.221578 0.463774
6.12 -0.224074 0.463743
6.12167 -0.226566 0.463702
6.12333 -0.229053 0.463652
6.125 -0.231535 0.463592
6.12667 -0.234013 0.463523
6.12833 -0.236487 0.463444
6.13 -0.238956 0.463356
6.13167 -0.24142 0.463259
6.13333 -0.24388 0.463153
6.135 -0.246335 0.463037
6.13667 -0.248785 0.462912
6.13833 -0.251231 0.462779
6.14 -0.253672 0.462636
6.14167 -0.256108 0.462484
6.14333 -0.25854 0.462323
6.145 -0.260967 0.462154
6.14667 -0.263388 0.461976
6.14833 -0.265806 0.461789
6.15 -0.268218 0.461593
6.15167 -0.270625 0.461389
6.15333 -0.273028 0.461176
6.155 -0.275426 0.460955
6.15667 -0.277818 0.460725
6.15833 -0.280206 0.460487
6.16 -0.282589 0.460241
6.16167 -0.284967 0.459986
6.16333 -0.28734 0.459723
6.165 -0.289708 0.459452
6.16667 -0.292072 0.459172
6.16833 -0.29443 0.458885
6.17 -0.296783 0.458589
6.17167 -0.299131 0.458286
6.17333 -0.301474 0.457974
6.175 -0.303812 0.457655
6.17667 -0.306145 0.457328
6.17833 -0.308473 0.456993
6.18 -0.310796 0.45665
6.18167 -0.313113 0.456299
6.18333 -0.315426 0.455941
6.185 -0.317733 0.455575
6.18667 -0.320036 0.455202
6.18833 -0.322333 0.454821
6.19 -0.324625 0.454433
6.19167 -0.326912 0.454037
6.19333 -0.329194 0.453634
6.195 -0.33147 0.453224
6.19667 -0.333741 0.452806
6.19833 -0.336008 0.452381
6.2 -0.338269 0.451949
6.20167 -0.340524 0.45151
6.20333 -0.342775 0.451063
6.205 -0.34502 0.45061
6.20667 -0.34726 0.45015
6.20833 -0.349495 0.449682
6.21 -0.351725 0.449208
6.21167 -0.353949 0.448727
6.21333 -0.356168 0.448238
6.215 -0.358382 0.447744
6.21667 -0.36059 0.447242
6.21833 -0.362794 0.446734
6.22 -0.364992 0.446219
6.22167 -0.367184 0.445697
6.22333 -0.369372 0.445169
6.225 -0.371554 0.444634
6.22667 -0.373731 0.444093
6.22833 -0.375902 0.443545
6.23 -0.378068 0.442991
6.23167 -0.380229 0.44243
6.23333 -0.382385 0.441863
6.235 -0.384535 0.44129
6.23667 -0.38668 0.440711
6.23833 -0.388819 0.440125
6.24 -0.390953 0.439533
6.24167 -0.393082 0.438935
6.24333 -0.395205 0.438331
6.245 -0.397324 0.43772
6.24667 -0.399436 0.437104
6.24833 -0.401544 0.436482
6.25 -0.403646 0.435854
6.25167 -0.405742 0.435219
6.25333 -0.407834 0.434579
6.255 -0.40992 0.433934
6.25667 -0.412 0.433282
6.25833 -0.414075 0.432624
6.26 -0.416145 0.431961
6.26167 -0.41821 0.431292
6.26333 -0.420269 0.430618
6.265 -0.422323 0.429937
6.26667 -0.424371 0.429251
6.26833 -0.426414 0.42856
6.27 -0.428451 0.427863
6.27167 -0.430484 0.427161
6.27333 -0.43251 0.426453
6.275 -0.434532 0.42574
6.27667 -0.436548 0.425021
6.27833 -0.438558 0.424297
6.28 -0.440564 0.423567
6.28167 -0.442564 0.422833
6.28333 -0.444558 0.422093
6.285 -0.446547 0.421348
6.28667 -0.448531 0.420597
6.28833 -0.450509 0.419842
6.29 -0.452482 0.419081
6.29167 -0.45445 0.418315
6.29333 -0.456412 0.417545
6.295 -0.458369 0.416769
6.29667 -0.46032 0.415988
6.29833 -0.462266 0.415202
6.3 -0.464207 0.414412
6.30167 -0.466142 0.413616
6.30333 -0.468072 0.412815
6.305 -0.469996 0.41201
6.30667 -0.471915 0.4112
6.30833 -0.473829 0.410385
6.31 -0.475737 0.409565
6.31167 -0.47764 0.408741
6.31333 -0.479538 0.407912
6.315 -0.48143 0.407078
6.31667 -0.483317 0.40624
6.31833 -0.485199 0.405397
6.32 -0.487075 0.404549
6.32167 -0.488945 0.403697
6.32333 -0.490811 0.40284
6.325 -0.492671 0.401979
6.32667 -0.494525 0.401114
6.32833 -0.496375 0.400243
6.33 -0.498219 0.399369
6.33167 -0.500057 0.39849
6.33333 -0.501891 0.397607
6.335 -0.503718 0.39672
6.33667 -0.505541 0.395828
6.33833 -0.507358 0.394932
6.34 -0.50917 0.394031
6.34167 -0.510977 0.393127
6.34333 -0.512778 0.392218
6.345 -0.514574 0.391305
6.34667 -0.516364 0.390388
6.34833 -0.518149 0.389467
6.35 -0.519929 0.388542
6.35167 -0.521704 0.387613
6.35333 -0.523473 0.38668
6.355 -0.525237 0.385742
6.35667 -0.526996 0.384801
6.35833 -0.528749 0.383856
6.36 -0.530497 0.382907
6.36167 -0.532239 0.381954
6.36333 -0.533977 0.380997
6.365 -0.535709 0.380036
6.36667 -0.537436 0.379071
6.36833 -0.539157 0.378103
6.37 -0.540873 0.377131
6.37167 -0.542584 0.376155
6.37333 -0.54429 0.375175
6.375 -0.54599 0.374192
6.37667 -0.547685 0.373204
6.37833 -0.549375 0.372214
6.38 -0.55106 0.371219
6.38167 -0.552739 0.370221
6.38333 -0.554413 0.36922
6.385 -0.556082 0.368215
6.38667 -0.557745 0.367206
6.38833 -0.559403 0.366194
6.39 -0.561056 0.365178
6.39167 -0.562704 0.364159
6.39333 -0.564347 0.363136
6.395 -0.565984 0.36211
6.39667 -0.567616 0.36108
6.39833 -0.569243 0.360048
6.4 -0.570864 0.359011
6.40167 -0.572481 0.357972
6.40333 -0.574092 0.356929
6.405 -0.575698 0.355882
6.40667 -0.577299 0.354833
6.40833 -0.578894 0.35378
6.41 -0.580485 0.352724
6.41167 -0.58207 0.351665
6.41333 -0.58365 0.350602
6.415 -0.585225 0.349537
6.41667 -0.586794 0.348468
6.41833 -0.588359 0.347396
6.42 -0.589918 0.346321
6.42167 -0.591472 0.345243
6.42333 -0.593021 0.344162
6.425 -0.594565 0.343078
6.42667 -0.596103 0.34199
6.42833 -0.597637 0.3409
6.43 -0.599165 0.339807
6.43167 -0.600688 0.338711
6.43333 -0.602206 0.337611
6.435 -0.603719 0.336509
6.43667 -0.605227 0.335404
6.43833 -0.60673 0.334296
6.44 -0.608227 0.333186
6.44167 -0.60972 0.332072
6.44333 -0.611207 0.330955
6.445 -0.612689 0.329836
6.44667 -0.614166 0.328714
6.44833 -0.615638 0.327589
6.45 -0.617105 0.326461
6.45167 -0.618567 0.325331
6.45333 -0.620024 0.324198
6.455 -0.621475 0.323062
6.45667 -0.622922 0.321923
6.45833 -0.624363 0.320782
6.46 -0.6258 0.319638
6.46167 -0.627231 0.318492
6.46333 -0.628657 0.317343
6.465 -0.630079 0.316191
6.46667 -0.631495 0.315037
6.46833 -0.632906 0.31388
6.47 -0.634312 0.31272
6.47167 -0.635713 0.311558
6.47333 -0.637109 0.310394
6.475 -0.6385 0.309227
6.47667 -0.639886 0.308057
6.47833 -0.641267 0.306885
6.48 -0.642643 0.305711
6.48167 -0.644014 0.304534
6.48333 -0.64538 0.303355
6.485 -0.646741 0.302174
6.48667 -0.648097 0.30099
6.48833 -0.649448 0.299803
6.49 -0.650795 0.298615
6.49167 -0.652136 0.297423
6.49333 -0.653472 0.29623
6.495 -0.654803 0.295035
6.49667 -0.656129 0.293837
6.49833 -0.65745 0.292636
6.5 -0.658766 0.291434
6.50167 -0.660078 0.290229
6.50333 -0.661384 0.289022
6.505 -0.662685 0.287813
6.50667 -0.663982 0.286602
6.50833 -0.665274 0.285389
6.51 -0.66656 0.284173
6.51167 -0.667842 0.282955
6.51333 -0.669119 0.281735
6.515 -0.670391 0.280513
6.51667 -0.671658 0.279289
6.51833 -0.67292 0.278063
6.52 -0.674177 0.276835
6.52167 -0.675429 0.275605
6.52333 -0.676676 0.274372
6.525 -0.677919 0.273138
6.52667 -0.679157 0.271902
6.52833 -0.680389 0.270663
6.53 -0.681617 0.269423
6.53167 -0.68284 0.268181
6.53333 -0.684059 0.266937
6.535 -0.685272 0.265691
6.53667 -0.68648 0.264442
6.53833 -0.687684 0.263192
6.54 -0.688883 0.261941
6.54167 -0.690077 0.260687
6.54333 -0.691266 0.259431
6.545 -0.69245 0.258174
6.54667 -0.69363 0.256914
6.54833 -0.694805 0.255653
6.55 -0.695974 0.25439
6.55167 -0.697139 0.253126
6.55333 -0.6983 0.251859
6.555 -0.699455 0.250591
6.55667 -0.700606 0.249321
6.55833 -0.701752 0.248049
6.56 -0.702893 0.246776
6.56167 -0.704029 0.2455
6.56333 -0.705161 0.244223
6.565 -0.706288 0.242945
6.56667 -0.70741 0.241665
6.56833 -0.708527 0.240383
6.57 -0.70964 0.239099
6.57167 -0.710747 0.237814
6.57333 -0.71185 0.236527
6.575 -0.712949 0.235238
6.57667 -0.714042 0.233948
6.57833 -0.715131 0.232657
6.58 -0.716215 0.231363
6.58167 -0.717295 0.230069
6.58333 -0.718369 0.228772
6.585 -0.719439 0.227474
6.58667 -0.720505 0.226175
6.58833 -0.721565 0.224874
6.59 -0.722621 0.223572
6.59167 -0.723672 0.222268
6.59333 -0.724719 0.220962
6.595 -0.72576 0.219656
6.59667 -0.726798 0.218347
6.59833 -0.72783 0.217038
6.6 -0.728858 0.215726
6.60167 -0.729881 0.214414
6.60333 -0.730899 0.2131
6.605 -0.731913 0.211784
6.60667 -0.732922 0.210468
6.60833 -0.733927 0.20915
6.61 -0.734927 0.20783
6.61167 -0.735922 0.206509
6.61333 -0.736913 0.205187
6.615 -0.737899 0.203864
6.61667 -0.73888 0.202539
6.61833 -0.739857 0.201213
6.62 -0.740829 0.199885
6.62167 -0.741797 0.198557
6.62333 -0.742759 0.197227
6.625 -0.743718 0.195896
6.62667 -0.744672 0.194563
6.62833 -0.745621 0.19323
6.63 -0.746565 0.191895
6.63167 -0.747505 0.190559
6.63333 -0.748441 0.189221
6.635 -0.749371 0.187883
6.63667 -0.750298 0.186543
6.63833 -0.751219 0.185203
6.64 -0.752137 0.183861
6.64167 -0.753049 0.182518
6.64333 -0.753957 0.181173
6.645 -0.754861 0.179828
6.64667 -0.75576 0.178481
6.64833 -0.756654 0.177134
6.65 -0.757544 0.175785
6.65167 -0.758429 0.174435
6.65333 -0.75931 0.173085
6.655 -0.760186 0.171733
6.65667 -0.761058 0.17038
6.65833 -0.761926 0.169026
6.66 -0.762788 0.167671
6.66167 -0.763647 0.166315
6.66333 -0.7645 0.164958
6.665 -0.76535 0.1636
6.66667 -0.766195 0.162241
6.66833 -0.767035 0.160881
6.67 -0.767871 0.15952
6.67167 -0.768702 0.158158
6.67333 -0.769529 0.156795
6.675 -0.770352 0.155431
6.67667 -0.77117 0.154066
6.67833 -0.771983 0.152701
6.68 -0.772792 0.151334
6.68167 -0.773597 0.149966
6.68333 -0.774397 0.148598
6.685 -0.775193 0.147229
6.68667 -0.775984 0.145859
6.68833 -0.776771 0.144488
6.69 -0.777553 0.143116
6.69167 -0.778331 0.141743
6.69333 -0.779105 0.14037
6.695 -0.779874 0.138995
6.69667 -0.780639 0.13762
6.69833 -0.781399 0.136244
6.7 -0.782155 0.134867
6.70167 -0.782907 0.13349
6.70333 -0.783654 0.132111
6.705 -0.784397 0.130732
6.70667 -0.785135 0.129352
6.70833 -0.785869 0.127972
6.71 -0.786599 0.12659
6.71167 -0.787324 0.125208
6.71333 -0.788045 0.123826
6.715 -0.788762 0.122442
6.71667 -0.789474 0.121058
6.71833 -0.790182 0.119673
6.72 -0.790885 0.118287
6.72167 -0.791585 0.116901
6.72333 -0.792279 0.115514
6.725 -0.79297 0.114126
6.72667 -0.793656 0.112738
6.72833 -0.794338 0.111349
6.73 -0.795015 0.10996
6.73167 -0.795688 0.108569
6.73333 -0.796357 0.107179
6.735 -0.797022 0.105787
6.73667 -0.797682 0.104395
6.73833 -0.798338 0.103003
6.74 -0.798989 0.10161
6.74167 -0.799637 0.100216
6.74333 -0.80028 0.0988215
6.745 -0.800918 0.0974266
6.74667 -0.801553 0.0960312
6.74833 -0.802183 0.0946352
6.75 -0.802809 0.0932387
6.75167 -0.80343 0.0918417
6.75333 -0.804048 0.0904442
6.755 -0.804661 0.0890462
6.75667 -0.805269 0.0876476
6.75833 -0.805874 0.0862486
6.76 -0.806474 0.0848491
6.76167 -0.80707 0.0834491
6.76333 -0.807662 0.0820487
6.765 -0.80825 0.0806478
6.76667 -0.808833 0.0792464
6.76833 -0.809412 0.0778446
6.77 -0.809987 0.0764424
6.77167 -0.810557 0.0750397
6.77333 -0.811124 0.0736367
6.775 -0.811686 0.0722332
6.77667 -0.812244 0.0708293
6.77833 -0.812797 0.069425
6.78 -0.813347 0.0680204
6.78167 -0.813892 0.0666153
6.78333 -0.814433 0.0652099
6.785 -0.81497 0.0638042
6.78667 -0.815503 0.062398
6.78833 -0.816031 0.0609916
6.79 -0.816556 0.0595848
6.79167 -0.817076 0.0581776
6.79333 -0.817592 0.0567702
6.795 -0.818104 0.0553624
6.79667 -0.818611 0.0539543
6.79833 -0.819115 0.0525459
6.8 -0.819614 0.0511373
6.80167 -0.820109 0.0497283
6.80333 -0.8206 0.0483191
6.805 -0.821087 0.0469095
6.80667 -0.821569 0.0454998
6.80833 -0.822048 0.0440897
6.81 -0.822522 0.0426795
6.81167 -0.822993 0.041269
6.81333 -0.823459 0.0398582
6.815 -0.823921 0.0384472
6.81667 -0.824378 0.0370361
6.81833 -0.824832 0.0356247
6.82 -0.825282 0.0342131
6.82167 -0.825727 0.0328013
6.82333 -0.826169 0.0313893
6.825 -0.826606 0.0299771
6.82667 -0.827039 0.0285648
6.82833 -0.827468 0.0271523
6.83 -0.827893 0.0257396
6.83167 -0.828314 0.0243268
6.83333 -0.828731 0.0229138
6.835 -0.829143 0.0215007
6.83667 -0.829552 0.0200875
6.83833 -0.829956 0.0186742
6.84 -0.830357 0.0172607
6.84167 -0.830753 0.0158471
6.84333 -0.831145 0.0144334
6.845 -0.831533 0.0130197
6.84667 -0.831918 0.0116058
6.84833 -0.832298 0.0101919
6.85 -0.832674 0.00877786
6.85167 -0.833046 0.00736378
6.85333 -0.833414 0.00594963
6.855 -0.833777 0.00453544
6.85667 -0.834137 0.0031212
6.85833 -0.834493 0.00170692
6.86 -0.834845 0.00029261
6.86167 -0.835192 -0.00112173
6.86333 -0.835536 -0.00253608
6.865 -0.835876 -0.00395045
6.86667 -0.836211 -0.00536482
6.86833 -0.836543 -0.00677919
6.87 -0.836871 -0.00819355
6.87167 -0.837194 -0.00960789
6.87333 -0.837514 -0.0110222
6.875 -0.837829 -0.0124365
6.87667 -0.838141 -0.0138508
6.87833 -0.838448 -0.015265
6.88 -0.838752 -0.0166791
6.88167 -0.839051 -0.0180933
6.88333 -0.839347 -0.0195073
6.885 -0.839639 -0.0209213
6.88667 -0.839926 -0.0223352
6.88833 -0.84021 -0.023749
6.89 -0.840489 -0.0251627
6.89167 -0.840765 -0.0265764
6.89333 -0.841037 -0.0279899
6.895 -0.841304 -0.0294033
6.89667 -0.841568 -0.0308166
6.89833 -0.841828 -0.0322298
6.9 -0.842084 -0.0336429
6.90167 -0.842336 -0.0350558
6.90333 -0.842583 -0.0364686
6.905 -0.842827 -0.0378812
6.90667 -0.843067 -0.0392937
6.90833 -0.843304 -0.040706
6.91 -0.843536 -0.0421182
6.91167 -0.843764 -0.0435301
6.91333 -0.843988 -0.0449419
6.915 -0.844208 -0.0463535
6.91667 -0.844425 -0.047765
6.91833 -0.844637 -0.0491762
6.92 -0.844846 -0.0505872
6.92167 -0.84505 -0.051998
6.92333 -0.845251 -0.0534086
6.925 -0.845448 -0.0548189
6.92667 -0.845641 -0.0562291
6.92833 -0.84583 -0.0576389
6.93 -0.846015 -0.0590486
6.93167 -0.846196 -0.060458
6.93333 -0.846373 -0.0618671
6.935 -0.846547 -0.063276
6.93667 -0.846716 -0.0646846
6.93833 -0.846882 -0.066093
6.94 -0.847044 -0.067501
6.94167 -0.847202 -0.0689088
6.94333 -0.847356 -0.0703163
6.945 -0.847506 -0.0717235
6.94667 -0.847652 -0.0731303
6.94833 -0.847794 -0.0745369
6.95 -0.847933 -0.0759431
6.95167 -0.848067 -0.0773491
6.95333 -0.848198 -0.0787546
6.955 -0.848325 -0.0801599
6.95667 -0.848448 -0.0815648
6.95833 -0.848567 -0.0829694
6.96 -0.848682 -0.0843736
6.96167 -0.848794 -0.0857774
6.96333 -0.848902 -0.0871809
6.965 -0.849005 -0.088584
6.96667 -0.849105 -0.0899868
6.96833 -0.849201 -0.0913891
6.97 -0.849294 -0.0927911
6.97167 -0.849382 -0.0941926
6.97333 -0.849467 -0.0955938
6.975 -0.849548 -0.0969946
6.97667 -0.849625 -0.0983949
6.97833 -0.849698 -0.0997948
6.98 -0.849767 -0.101194
6.98167 -0.849833 -0.102593
6.98333 -0.849894 -0.103992
6.985 -0.849952 -0.10539
6.98667 -0.850006 -0.106788
6.98833 -0.850057 -0.108185
6.99 -0.850103 -0.109582
6.99167 -0.850146 -0.110978
6.99333 -0.850185 -0.112374
6.995 -0.85022 -0.11377
6.99667 -0.850251 -0.115165
6.99833 -0.850279 -0.116559
7 -0.850303 -0.117953
7.00167 -0.850323 -0.119346
7.00333 -0.850339 -0.120739
7.005 -0.850351 -0.122132
7.00667 -0.85036 -0.123523
7.00833 -0.850365 -0.124915
7.01 -0.850366 -0.126306
7.01167 -0.850363 -0.127696
7.01333 -0.850357 -0.129086
7.015 -0.850347 -0.130475
7.01667 -0.850333 -0.131863
7.01833 -0.850315 -0.133252
7.02 -0.850294 -0.134639
7.02167 -0.850269 -0.136026
7.02333 -0.85024 -0.137412
7.025 -0.850207 -0.138798
7.02667 -0.850171 -0.140183
7.02833 -0.850131 -0.141568
7.03 -0.850087 -0.142952
7.03167 -0.850039 -0.144335
7.03333 -0.849988 -0.145718
7.035 -0.849933 -0.1471
7.03667 -0.849874 -0.148482
7.03833 -0.849811 -0.149863
7.04 -0.849745 -0.151243
7.04167 -0.849675 -0.152623
7.04333 -0.849602 -0.154002
7.045 -0.849524 -0.15538
7.04667 -0.849443 -0.156758
7.04833 -0.849358 -0.158135
7.05 -0.84927 -0.159511
7.05167 -0.849178 -0.160887
7.05333 -0.849082 -0.162262
7.055 -0.848982 -0.163636
7.05667 -0.848879 -0.16501
7.05833 -0.848772 -0.166383
7.06 -0.848661 -0.167755
7.06167 -0.848547 -0.169126
7.06333 -0.848429 -0.170497
7.065 -0.848307 -0.171867
7.06667 -0.848182 -0.173237
7.06833 -0.848052 -0.174605
7.07 -0.84792 -0.175973
7.07167 -0.847783 -0.17734
7.07333 -0.847643 -0.178707
7.075 -0.847499 -0.180072
7.07667 -0.847352 -0.181437
7.07833 -0.847201 -0.182801
7.08 -0.847046 -0.184165
7.08167 -0.846888 -0.185527
7.08333 -0.846726 -0.186889
7.085 -0.84656 -0.18825
7.08667 -0.84639 -0.18961
7.08833 -0.846217 -0.19097
7.09 -0.846041 -0.192329
7.09167 -0.84586 -0.193686
7.09333 -0.845676 -0.195043
7.095 -0.845489 -0.1964
7.09667 -0.845298 -0.197755
7.09833 -0.845103 -0.19911
7.1 -0.844904 -0.200463
7.10167 -0.844702 -0.201816
7.10333 -0.844496 -0.203168
7.105 -0.844287 -0.204519
7.10667 -0.844074 -0.20587
7.10833 -0.843857 -0.207219
7.11 -0.843637 -0.208568
7.11167 -0.843413 -0.209916
7.11333 -0.843186 -0.211262
7.115 -0.842954 -0.212608
7.11667 -0.84272 -0.213953
7.11833 -0.842481 -0.215298
7.12 -0.84224 -0.216641
7.12167 -0.841994 -0.217983
7.12333 -0.841745 -0.219325
7.125 -0.841492 -0.220665
7.12667 -0.841236 -0.222005
7.12833 -0.840976 -0.223344
7.13 -0.840712 -0.224682
7.13167 -0.840445 -0.226018
7.13333 -0.840175 -0.227354
7.135 -0.8399 -0.228689
7.13667 -0.839622 -0.230023
7.13833 -0.839341 -0.231356
7.14 -0.839056 -0.232688
7.14167 -0.838767 -0.234019
7.14333 -0.838475 -0.23535
7.145 -0.83818 -0.236679
7.14667 -0.83788 -0.238007
7.14833 -0.837577 -0.239334
7.15 -0.837271 -0.24066
7.15167 -0.836961 -0.241985
7.15333 -0.836647 -0.24331
7.155 -0.83633 -0.244633
7.15667 -0.83601 -0.245955
7.15833 -0.835685 -0.247276
7.16 -0.835357 -0.248596
7.16167 -0.835026 -0.249915
7.16333 -0.834691 -0.251233
7.165 -0.834353 -0.25255
7.16667 -0.834011 -0.253866
7.16833 -0.833665 -0.255181
7.17 -0.833316 -0.256495
7.17167 -0.832964 -0.257807
7.17333 -0.832607 -0.259119
7.175 -0.832248 -0.26043
7.17667 -0.831885 -0.261739
7.17833 -0.831518 -0.263047
7.18 -0.831148 -0.264355
7.18167 -0.830774 -0.265661
7.18333 -0.830397 -0.266966
7.185 -0.830016 -0.26827
7.18667 -0.829631 -0.269573
7.18833 -0.829243 -0.270875
7.19 -0.828852 -0.272175
7.19167 -0.828457 -0.273475
7.19333 -0.828059 -0.274773
7.195 -0.827657 -0.27607
7.19667 -0.827251 -0.277366
7.19833 -0.826842 -0.278661
7.2 -0.82643 -0.279955
7.20167 -0.826014 -0.281248
7.20333 -0.825595 -0.282539
7.205 -0.825172 -0.283829
7.20667 -0.824745 -0.285118
7.20833 -0.824315 -0.286406
7.21 -0.823882 -0.287693
7.21167 -0.823445 -0.288979
7.21333 -0.823005 -0.290263
7.215 -0.822561 -0.291546
7.21667 -0.822113 -0.292828
7.21833 -0.821663 -0.294108
7.22 -0.821208 -0.295388
7.22167 -0.82075 -0.296666
7.22333 -0.820289 -0.297943
7.225 -0.819824 -0.299219
7.22667 -0.819356 -0.300493
7.22833 -0.818885 -0.301767
7.23 -0.818409 -0.303039
7.23167 -0.817931 -0.304309
7.23333 -0.817449 -0.305579
7.235 -0.816963 -0.306847
7.23667 -0.816474 -0.308114
7.23833 -0.815982 -0.309379
7.24 -0.815486 -0.310644
7.24167 -0.814986 -0.311907
7.24333 -0.814483 -0.313169
7.245 -0.813977 -0.314429
7.24667 -0.813467 -0.315688
7.24833 -0.812954 -0.316946
7.25 -0.812438 -0.318202
7.25167 -0.811918 -0.319458
7.25333 -0.811394 -0.320711
7.255 -0.810867 -0.321964
7.25667 -0.810337 -0.323215
7.25833 -0.809803 -0.324465
